sample_id,folder_id,sent_id,sentence,prob_1
36,AY,24570,"There are no laws regarding pornography in Somalia, although displaying it in public is considered a crime.",-19.384593963623047
37,AY,7491,"The person higher, Maryan Street, announced she would decline the chance to return to Parliament.",-67.29507446289062
38,BF,20916,"He started for three years and played mainly as a nose tackle, but also a defensive tackle.",-14.136564254760742
39,BF,8714,"For the Class of 2020, the average SAT was 1492 and the average ACT was 33.",-46.891666412353516
40,BF,9049,"Yusef also established naval bases in Cadiz, Almeria and neighboring ports along the Mediterranean.",-36.91373825073242
41,BF,24367,"Pure helium is not used for steel, as it causes an erratic arc and encourages spatter.",-57.585445404052734
42,BF,9338,Eventually a reliable signal was established an hour later from the Melcher Center and storm coverage continued.,-48.264862060546875
43,BF,26346,The Aldridge-based headquarters housed a row of arcade cabinets for games that were being converted.,-48.52853012084961
44,AH,13156,"the August, 26th 1910 Old Home Celebration which lasted four hours and packed the streets with spectators.",-64.52505493164062
45,AH,3414,"According to the United States Census Bureau, the city has a total area of , all land.",-13.237055778503418
46,AH,12049,"The nearest city, Utica, New York, lies approximately fifteen miles north of the village.",-13.765604972839355
47,AH,41356,"Because the subgroup in normal, the left coset is the same as the right coset.",-37.097694396972656
48,AH,25799,The present-day cities of New Kensington and Arnold were once part of Lower Burrell Township.,-28.52045440673828
49,AH,9389,Students have the choice to apply for Red Bank Regional High School for admission into its specialized programs.,-30.89086151123047
50,AH,2572,The gender makeup of the city was 47.5% male and 52.5% female.,-0.7894129753112793
51,AH,13891,By the 1870s the lumber industry was developing as the chief part of New Bern's economy.,-19.257556915283203
52,AH,37346,The population density was 26.2 people per square mile (10.1/km²).,-5.220783233642578
53,AH,4978,"Males had a median income of $31,750 versus $22,969 for females.",-12.85917854309082
54,AH,24024,The population density was 1.5 people per square mile (0.6/km).,-18.933460235595703
55,AH,12923,The people that lived on the northern side of Lindenhurst had no power for over a week.,-36.05035400390625
56,AH,30155,"Males had a median income of $32,000 versus $19,079 for females.",-17.268999099731445
57,AH,17744,"Males had a median income of $33,125 versus $21,528 for females.",-15.5128173828125
58,AH,9853,"In November 2018, Oehler was elected to serve the balance of the term of office.",-20.18187141418457
59,AH,40496,"A new parent holding company, Reynolds American Inc., was established as part of the transaction.",-27.1012020111084
60,AH,18207,The gender makeup of the city was 46.5% male and 53.5% female.,-1.1150851249694824
61,AH,1729,"With the arrival of the railroad, the town grew quickly and petitioned for incorporation as a town;",-13.12985610961914
62,AR,21893,"On Shaw Direct, it is carried on channels 335 (Classic) and 34 (Advanced).",-37.67250442504883
63,AR,14646,"The Bunker company was absorbed by the Rival Manufacturing Company, also of Kansas City, in 1938.",-51.66204071044922
64,AR,22344,So all I did was just [put together] being the third pick with my old No.,-54.37490463256836
65,AR,3349,a series of political assassinations and forced exiles resulted in six presidents holding office during this period.,-25.856367111206055
66,AR,5910,A copy of the ship's program issued to the crew for that day is reproduced here.,-31.81024169921875
67,AR,22497,"He grew up in Paramus, New Jersey, graduating from Paramus High School in 1983.",-17.14107322692871
68,AR,5525,Pyr Sheps exhibiting basic herding instincts can be trained to compete in herding trials.,-58.1820182800293
69,AF,18389,Buried in the stories are several hints about the eventual fate of the Martian terraforming program.,-36.51617431640625
70,AF,19935,"A murder trial was held at the county courthouse in 1923, which was the last murder trial.",-16.459278106689453
71,AF,18504,"Roy Orbison appeared in promotional clips, such as his 1968 hit, ""Walk On"".",-24.083385467529297
72,AF,22931,"The bishopric, seated at Blois Cathedral, dates from the end of the 17th century.",-22.62936782836914
73,AF,5404,The coup that overthrew Maximilien Robespierre allowed Tracy to pursue his work.,-27.797115325927734
74,AF,15366,they conquered and assimilated what was left of pre-Columbian societies into the Creek Confederacy.,-19.958290100097656
75,FC,19728,"He is the writer/ director of the upcoming narrative time travel feature ""Time Rewind"".",-19.775733947753906
76,FC,25181,U.S.–Iran naval incident  U.S.-Iran naval incident refers to:,-34.262149810791016
77,DY,823,It opened as Foggathorpe Gate in 1853 and was renamed Foggathorpe in October 1864.,-22.415401458740234
78,DY,9879,Micronecta  Micronecta is a genus of aquatic insects in the Corixidae family.,-15.05905532836914
79,DY,17348,The Highway starts next to Beaubears Island later passing Barnaby Island and lastly Doctors Island.,-59.781673431396484
80,DY,1875,"It was released in March 1990 as the fourth single from the album ""River of Time"".",-18.366329193115234
81,DY,13671,"William Hale was born on July 11, 1931 in Rome, Georgia to Alma and William Hale.",-34.108009338378906
82,DY,12390,"In addition, it's possible to suppose a Roman circus in another sector of the city.",-34.687782287597656
83,DY,4873,The chameleon presents himself to the townsfolk as a tough drifter named Rango.,-21.635459899902344
84,DY,5931,Mortality benefits have only been observed to date in those with LVEF less than 35%.,-56.3551025390625
85,CP,4788,"The anterior end of the organ has three long median projections, with the central extension the longest.",-38.05916213989258
86,CP,27439,"In October 1990, the Board hired Bonnie J. Monte to take the helm as Artistic Director.",-47.487998962402344
87,CP,6882,"According to 2018 (INE) data, the municipality has a population of 894 inhabitants.",-20.129432678222656
88,CP,18780,It became part of the Southern Region of British Railways when the railways were nationalised in 1948.,-9.919743537902832
89,CP,11261,The remains were believed to be associated with the original Fort Hunter and Queen Anne's Chapel.,-34.150779724121094
90,CP,23115,"It employed Earl Killian, who contributed to the MIPS architecture, as director of architecture.",-42.95165252685547
91,CP,18953,"It occupies the area of 161 hectares and possesses a collection of over 4,500 taxonomic groups.",-47.98162841796875
92,CP,11083,"In 1936, the Caledonia Candy Company was started by the Vlachos family in Caledonia.",-26.42719268798828
93,CP,8950,"The name refers to two nearby sites, the Louvre museum and the Place du Carrousel.",-13.978029251098633
94,CP,9647,These are typical mid-ocean ridge basalt that were affected by low-temperature hydrothermal alteration.,-36.514007568359375
95,CP,5757,"She was used as a barracks ship after 1915, and ultimately sold for scrapping in 1920.",-25.114595413208008
96,EJ,7778,"Scheider has primarily written, produced and directed original adaptations of American literature for the stage.",-27.37987518310547
97,EJ,2436,"and at the Alabama Ordnance Works, near Childersburg and Sylacauga, Alabama.",-25.655277252197266
98,EJ,11243,Elly first danced with Sadler's Wells Ballet (now The Royal Ballet) in 1944.,-34.9123420715332
99,EJ,2716,Dr V. Mohan was born in 1954 in a small town of North Pudur in Kerala.,-31.122333526611328
100,EJ,4620,"She studied at Goldsmiths' College London, where she received a Master's in Photography.",-9.545958518981934
101,EJ,10464,The building was razed in 1986 and the site paved over for use as a parking lot.,-9.772530555725098
102,EJ,16015,"At the first floor, Giulio Romano also designed a chapel in Bramante's style.",-19.563512802124023
103,EJ,2504,"In addition, nearly every data item is fully traceable and explicitly referenced to the original source.",-31.8724422454834
104,EJ,20329,Vietnamese noodles are available in either fresh (tươi) or dried (khô) form.,-25.12017059326172
105,EJ,25750,He scored 135 runs with a highest score of 24 and completed 20 catches with 12 stumpings.,-35.762451171875
106,DA,22050,"After the funeral, families often install an ancestral tablet at a household altar alongside other deceased ancestors.",-50.09808349609375
107,DA,11516,training and equipping policymakers and stakeholders with the skills they need to support school choice;,-23.153339385986328
108,DA,21661,"The passionate Buqun relentlessly and overwhelmingly courts Yuhang, almost throwing her off balance.",-66.03880310058594
109,DA,2665,The Muslims retaliated by slaughtering a cow in front of the Hindu's house.,-11.392609596252441
110,DA,241,Justice Sung can not do anything but agree to because he must protect his family's safety.,-46.47942352294922
111,DA,9834,Sorra was sent on loan at fellow capital side Dinamo Tirana for the 2014–15 season.,-82.7037353515625
112,DA,19803,"He was Under-Secretary of Foreign Affairs, Dáil Éireann, from February 1921 to January 1922.",-17.53857421875
113,DA,941,The school was bursting at the seams and a new school for Port Colborne was needed.,-20.342418670654297
114,DA,23290,Koslen left the Michael Stanley Band in 1977 and formed the band Breathless the following year.,-39.88194274902344
115,DA,22389,Frank received his B.A. and M.A. in art history from Columbia University.,-12.397579193115234
116,DF,15501,"She shows some initial interest in musical theater, but is careful not to upstage Sharpay.",-28.103652954101562
117,DF,10312,"On 14 January 2011, Grandison signed for League Two club Shrewsbury Town, initially on loan.",-18.843494415283203
118,DF,8582,"To date the club have won every honour available to it at local, provincial and national level.",-23.303617477416992
119,DF,18285,"The station was assigned the call sign KCHQ by the FCC on November 15, 1990.",-26.918214797973633
120,DF,22711,"The ""Times"" also noted that the foundation received more than half its budget from federal funds.",-24.416908264160156
121,DF,10996,During his education two figures were very important for their influence on the artist's cinematic language:,-60.141510009765625
122,DF,14741,"On 7 November, Kubitschek gave an interview suggesting a coalition between the two parties.",-20.703420639038086
123,DF,2381,He lettered in basketball for two years also lettered in track & field for three years.,-17.721656799316406
124,DF,19657,"John Baker (entrepreneur)  John Baker, M.S.C. is a Canadian entrepreneur.",-20.609352111816406
125,DF,1465,"Sold in 1968 to Greek Tanker Shipping Co Ltd and renamed ""Pelponnisis"".",-52.87286376953125
126,DF,6046,"Generally, the Patiala Peg is referred to for its particular volume and strong residual effect.",-59.51482391357422
127,DF,13007,"Other sources cite the name to Tom and John A. Kneeland, first American settlers there.",-44.98374938964844
128,AE,17643,"Like other rude mountaineers, the Acarnanians are praised for their fidelity and courage.",-36.782440185546875
129,AE,24592,"I saw here cruelty on a scale no living being has ever seen or expects to see.""",-49.522369384765625
130,AE,800,"After rescuing her, they discover an old man in the debris with partial amnesia named Galuf.",-36.85881423950195
131,AE,8595,"Instead of producing political instability, however, rapid turnover enhanced the influence of the more stable residents.",-52.07474136352539
132,AE,20426,"While overseas, he learned French, Spanish, Portuguese, and German, mostly without formal instruction.",-20.58057403564453
133,EX,3552,But the main reason to settle here was simply the ease with which the Venezuelan government granted visas.,-25.715999603271484
134,EX,14875,"Walcot railway station  Walcot railway station was a station in Walcot, Shropshire, England.",-2.2924163341522217
135,EX,3100,"Together, he and his three brothers hold a national record in the 4x50 Medley Relay.",-22.956111907958984
136,EX,10038,"In 2016, his autobiography was published with a foreword by Kilian Jornet Burgada.",-37.958457946777344
137,EX,18121,Castillo was selected as a member of the Venezuela national baseball team at the 2017 World Baseball Classic.,-11.250490188598633
138,EX,26318,"After that, he fell out with the governor Rowe, and was sacked by the Colonial Office.",-32.629737854003906
139,EX,9905,"At Ploiești, the citizens offered to reinstate and defend him against foreign invaders.",-26.27867889404297
140,BM,22532,"She released an album of self written songs, ""When I was Little,"" in 2018.",-21.266361236572266
141,BM,1836,"Cann played on the first albums released by Island Records, ""Ultravox!"" (",-58.90575408935547
142,BM,8318,"Di Santo was born in Rocca Pia, Italy, and educated at the University of Rome.",-17.7230224609375
143,BM,8446,WGL was organizing listeners to volunteer as radio reporters and call the station with breaking news stories.,-55.73868179321289
144,BM,4625,"This is the ""smallest"" vector satisfying formula_39 for this given vector formula_41.",-43.4359130859375
145,BM,21056,"Key Porter Books was founded in 1979 by Anna Porter and Key Publishers Limited of Toronto, Ontario.",-62.42088317871094
146,BM,20480,Feminism and Nationalism in the Third World (1986)  From Nobodies to Somebodies:,-42.65693664550781
147,AB,17840,"The team's slugging prowess has earned them the nickname the ""Bomba Squad"".",-18.95792007446289
148,AB,1048,The mixture formulas in this book do not contain enough saltpeter to create an explosive however;,-36.81100845336914
149,AB,9635,"FIFA's regulations now state that the trophy, unlike its predecessor, cannot be won outright:",-32.30862045288086
150,AB,17967,"Unlike most Dutch towns, Maastricht did not receive city rights at a certain date.",-15.742298126220703
151,AB,11975,Leisure studies and sociology of leisure are the academic disciplines concerned with the study and analysis of leisure.,-12.334566116333008
152,AB,10619,"In 1982, a jury awarded the five women $535,000 in a civil trial.",-24.119991302490234
153,AB,5894,with earliest dates of 896-773 BC and 907-796 BC respectively.,-38.69268035888672
154,BS,5537,The squadron's last commanding officer was Wing Commander (later Air Chief Marshal) Angus Houston.,-25.964099884033203
155,BS,3439,"In this technique, the background is stained, leaving the actual specimen untouched, and thus visible.",-47.91050720214844
156,BS,20461,"similarly, two or more buyers were not allowed to own a ""share"" of the persona.",-41.216651916503906
157,BS,21052,"I am doing a story there for myself, something I have always wanted to write up.""",-29.202682495117188
158,BD,7053,The Games were first held in 1967 in Quebec City as part of Canada's Centennial celebrations.,-5.691974639892578
159,BD,11654,The most common growth media for microorganisms are nutrient broths and agar plates;,-19.344388961791992
160,BD,906,"one in Carmel Valley, and the other, a four-level condominium in Los Angeles.",-25.405406951904297
161,BD,661,Midway through their first season back in the Northern Premier League the club folded due to financial difficulties.,-4.412959098815918
162,BD,12255,He has also created arrangements for Sir James Galway and pop musicians Keith Emerson and Lisa Loeb.,-35.34052658081055
163,BD,16038,"On May 21, 2008, Pickens donated $100 million to academics at Oklahoma State University.",-24.59821891784668
164,BD,7153,Construction began in 1942 out of a firm belief that Alaska faced a significant threat of Japanese invasion.,-21.688091278076172
165,BD,18292,"He formed the band, the Wounded Knees with former Mercury Rev flutist Suzanne Thorpe in 2001.",-69.73631286621094
166,BD,13148,"The album was met with mostly positive reviews, as fans embraced the new sound and style. """,-27.56879997253418
167,BD,18712,Palladini combined the traditional Tarot symbolism with more recent Art Deco and Art Nouveau styles.,-30.87145233154297
168,BD,8516,"Having an outstanding singing voice, he was known to have a stutter in his regular speech.",-21.663467407226562
169,BD,25940,The video shows Jackson poking fun not only at the press but also the situation he was in.,-20.2493896484375
170,CZ,14788,"However, Nasiri Khel clan residing at Rikhi belongs to Khokhar tribe.",-39.586891174316406
171,CZ,20485,Browning was defeated on the last episode before the finals by Efrain Escudero.,-32.318817138671875
172,CZ,21733,Typical bulk density of sandy soil is between 1.5 and 1.7 g/cm.,-40.77594757080078
173,CZ,9249,Powerlifting at the 2000 Summer Paralympics  Powerlifting at the 2000 Summer Paralympics consisted of 20 events.,-6.903189659118652
174,CZ,10550,"Here, the sets of unknown factors are formula_15 formula_16 and formula_17.",-39.10489273071289
175,CZ,4985,"Schopenhauer included a copy of his ""On Vision and Colors"" with the letter.",-38.212608337402344
176,CZ,22103,"Their findings support theories that negative affect results in more elaborate processing based upon external, available information.",-45.09735870361328
177,CZ,6400,The task itself was proposed by Doug Vickers as a measure of the rate of accumulation of information.,-45.42491149902344
178,EI,26406,"The show also serves as a reunion for the host tandem three years after they did """".",-57.65803527832031
179,EI,20016,they could not disagree with hard fact that presence of this dog makes life of northern people possible.,-79.150146484375
180,EI,1430,"Afterwards authors write their reports, setting out the evidence step by step and indicating the sources used.",-57.501407623291016
181,EI,14619,By 1998 the company reported that 15 kits had been sold and three aircraft were completed and flying.,-32.52677536010742
182,EI,6095,"Information gathered would have to be shared with the Americans, who would not share their own data.",-24.02994728088379
183,BT,9331,"Today, the retail park is still more commonly referred to as ""The Fort"" by residents.",-26.37087631225586
184,BT,21007,"His heavy use of four engine bombers during the war earned him the nickname ""Bomber Harris"".",-31.463665008544922
185,BT,18227,Orr's death came from complications of a head injury suffered during a fall at his residence.,-20.332889556884766
186,BT,16176,"He should be cut off and removed from the rest of Muslim society and should be killed.""",-32.1053581237793
187,AN,7892,"That's $2.27 for stabbing a person,"" Charboneau said.)",-36.33476638793945
188,AN,15642,"Marikina"" on the other hand gained acceptance over the older ""Mariquina"".",-45.05501174926758
189,AN,18523,The Cubs led the game 3–0 and held a series lead of three games to two.,-48.166526794433594
190,AN,25012,Named for James Rennie a civil engineer noted for his devotion to the training of new engineers.,-24.221668243408203
191,AN,10843,"The band rounded out 1997 by embarking on their first international tour, of Germany and Austria.",-23.569990158081055
192,AN,18373,"By 1947, all of Shorts other wartime factories had been closed, and operations concentrated in Belfast.",-60.72765350341797
193,AN,16876,A notable exception to the above is The Wars of the Jews by Flavius Josephus.,-23.861448287963867
194,AN,10944,Beach lifeguards are usually employed by local government authorities and patrol the beach throughout the year.,-12.8046236038208
195,CW,19385,Another abstraction is a content navigation rules system built around the idea of multiple trails through a page.,-77.61871337890625
196,CW,10433,"He was also curator of reptiles and amphibians at the Academy of Natural Sciences, Philadelphia.",-11.471948623657227
197,CW,21609,The hair found in the car and on the body of the boy matched that of Ranga.,-35.682411193847656
198,CW,6548,"Later, in 2005, this concern was addressed by issue of the ICH S7B guidelines.",-57.778385162353516
199,CW,16535,Wall is also known for his catty legal scrapes and for his personal and public generosity.,-44.750144958496094
200,CW,663,"The V Shows"" DVD was also included in the same box making it a double DVD set.",-45.63081359863281
201,CW,16835,"Only able to start four outboard motors out of the six, they cruised towards JOHN.",-43.55241012573242
202,EC,13348,He is currently state president of Orissa Pradesh Congress Committee and former minister of Orissa State.,-17.554136276245117
203,EC,25473,"The ship was built to replace the aging ""Barsø"" class, which had become obsolete.",-23.388933181762695
204,EC,20921,N-Control Avenger  The N-Control Avenger is an attachment for video game controllers.,-8.721442222595215
205,EC,25106,Geology of Jamaica  The Geology of Jamaica is formed of rocks of Cretaceous to Neogene age.,-9.100730895996094
206,EC,12853,"For the first time, the auditions are moved from Terazije Theatre to the National Theatre.",-26.07788848876953
207,EC,21634,"In June 2014, the chain opened their first United States location on Park Avenue South in Manhattan.",-20.54405975341797
208,AA,1092,"Over the years, many sequels to his classic works were promised, but only one appeared: """,-47.14641571044922
209,AA,14812,"Anderson has appeared on BBC Radio 4's ""The Unbelievable Truth"" hosted by David Mitchell.",-25.594398498535156
210,AA,3228,"About 1,000 Soviet prisoners of war died by execution, although this is a rough estimate.",-26.66287612915039
211,AA,15004,"The playwright received one percent of the gross and $2,500 for ""personal services"".",-34.92912292480469
212,AA,6571,however the pitcher and catcher are highly specialized positions and rarely will players at other positions play there.,-44.335540771484375
213,AA,19701,The value can continue onto subsequent lines if those lines have space or tab as their first character.,-55.77923583984375
214,DS,26415,From 1884 to 1895 he was a professor of English language and literature at the University of Minnesota.,-16.12504005432129
215,DS,2254,This equation for [M] can then be used in the equation for the rate of propagation:,-34.99479675292969
216,DS,10996,Owen's failure ignited a lengthy feud between Bret and Owen that would last for several years.,-26.098163604736328
217,DS,25771,Friedrich Feuebach's political ideal may be described as a kind of utopian socialism:,-67.81471252441406
218,DE,11514,"The causes for these games are anniversaries, testimonials or for charity.",-29.09308624267578
219,DE,3754,The letters are arranged so that they appear to spell different words as visitors move through the plaza.,-36.894493103027344
220,DE,26297,"Special Agent Oso"" was originally pitched as a series of interstitials in 2004.",-66.09661865234375
221,DE,12240,"The Pirates traded Freese to the Dodgers in 2018, and he retired after the 2019 season.",-18.210168838500977
222,DE,8715,"Some of them are grandmasters now, the most well-known being Andrey Volokitin.",-32.40938949584961
223,DE,16905,Her paternal grandfather was an Indian from Bengal and fought for the Indian Army during World War II.,-17.03448486328125
224,DE,20281,"Michigan Avenue station  Michigan Avenue station is a Detroit People Mover station in Downtown Detroit, Michigan.",-17.715715408325195
225,DE,10576,He was Director of the Jerusalem Institute of Advanced Studies for six years (1992–1998).,-44.602359771728516
226,DE,21468,"is the place where renewal happens, where new life is forged, thus connecting degradation to renewal.",-42.75273132324219
227,EW,5152,There are a few other well-known texts in Sanskrit dealing with the science of elephantology.,-20.963268280029297
228,EW,11295,"She was a guest star on the third episode of ""Jimmy Kimmel Live"" in 2003.",-19.072160720825195
229,EW,11009,He was born in Nes to Olaf Gustav Rømcke and Agnes Marie Torgersen.,-37.31745910644531
230,EW,1360,Bilandic won a plurality of the vote in 38 of the city's 50 wards.,-25.702621459960938
231,EW,10797,From 2015 until 2018 Kübar was a member of the ensemble of the Belgian theatre NTGent.,-68.63978576660156
232,DJ,1143,The birth of Mohini's first litter in 1964 was televised in a national special.),-48.442237854003906
233,DJ,3458,Micranthus  Micranthus is a genus of flowering plants in the family Iridaceae.,-6.314784049987793
234,DJ,28038,The Storm had plenty of reasons to be pleased after winning two rough and ragged games in Seattle.,-39.16753005981445
235,DJ,20759,"After determining such a project would be feasible, Jones drafted plans for a candle-shaped tower.",-43.15614700317383
236,DJ,6664,"For their 2019 fiscal year, WWF reported 4% of their total operating revenue coming from corporations.",-43.95146942138672
237,DJ,8431,it is topped by an octagonal belfry with louvered openings flanked by Doric pilasters.,-3.1286911964416504
238,DJ,6411,"It was a fixed-thrust engine, which could not be throttled or restarted in flight.",-22.533302307128906
239,CN,8296,"Only five months later, in September, Marston was chosen to be the NIH director.",-20.854581832885742
240,CN,13521,He has been a longtime member of the Geological Society of America and the Society for Sedimentary Geology.,-9.085363388061523
241,CN,6954,By the time he was 22 he was performing his bird songs on vaudeville tours around the country.,-29.308732986450195
242,CN,8143,"The journal ""L'Art Moderne"" in 1890 described the work as: (…)",-37.32811737060547
243,CN,15173,"On 23 July 2007, Mitrović agreed to a three-year contract with Partizan.",-11.76076602935791
244,CN,1050,"In 2004, he took his doctorate under Professor Simon Bainbridge at the Royal Academy of Music.",-20.46399688720703
245,CN,16000,"In May 2010, he was running a small business selling grass-fed beef direct to consumers.",-36.607696533203125
246,CN,12743,"Her younger sisters Annika, who is now dead, and Heli are constantly having problems.",-29.843582153320312
247,CN,14232,"Adult males measure and adult females, based on just two specimens, in snout–vent length.",-66.96434020996094
248,BR,15987,"The road crosses Ballaugh Bridge, a hump-backed bridge, in the village.",-13.96855354309082
249,BR,21564,"This includes renaming the ""SRT Viper"" back again to the legendary ""Dodge Viper"".",-35.10319519042969
250,BR,4380,At the same time the Market Street Arcade at the southern end of Briggate closed for redevelopment.,-24.88591957092285
251,BR,523,He typically researched each book by 15 days on location and then wrote it in another six weeks.,-52.71025466918945
252,BR,373,"Jason Garey  Jason Garey (born July 19, 1984) is an American soccer player.",-15.175522804260254
253,BR,10815,The recommendation for the closure came from a commission appointed by Governor Fitzroy at the prompting of London.,-49.205711364746094
254,BR,18605,"The latter made his first visit to Althorp, the Spencer family seat, in 1863.",-32.59682846069336
255,BR,12389,"Benzyl alcohol is added to slow bacterial growth, though this does not make the solution sterile.",-27.949432373046875
256,BR,5414,Murth The Man-O-Script also has this program yet presented between 1999-2000.,-81.97006225585938
257,BR,10466,Rob da Bank and Bestival supported several Isle of Wight-based charities and youth organisations;,-43.572174072265625
258,EV,24984,"They started making knives in 1882, in the town of Eskilstuna, Sweden.",-16.08043098449707
259,EV,24562,Kaunain Abbas  Kaunain Abbas (born 7 May 1990) is an Indian cricketer.,-10.007451057434082
260,EV,18342,"The facility suffered several million dollars-worth of damage, though overall impacts were less than anticipated.",-31.291276931762695
261,EV,12771,The LNR uses a slightly different bonus points system from that used in most other rugby competitions.,-20.955963134765625
262,EV,10314,"Thereafter, he was a Principal at the global management consulting firm A.T. Kearney.",-26.244997024536133
263,EV,1477,"As a second day qualifier, Amick would line up on the inside of the fifth row.",-46.451011657714844
264,EV,11597,"Tipperary, the 2016 champions, were defeated by Galway in the All-Ireland semi-final.",-14.302986145019531
265,EV,4596,The last known king of Dál nAraidi in Tuaiscirt is recorded in 883.,-55.59907913208008
266,CE,6213,"In addition to technical standards, the OGF published community-developed informational and experimental documents.",-48.735435485839844
267,CE,4261,They built their homes near streams that provided a steady supply of fresh water and fish for eating.,-19.618438720703125
268,CE,16552,"However, after just two appearances for the Essex club, he was released after just a month.",-14.561151504516602
269,CE,19558,"Temple Gardens Mineral Spa Resort, Tunnels of Moose Jaw, and History of Transportation Western Development Museum.",-78.66609954833984
270,CE,10279,"As the F-4s landed at Ubon, their ground crews lined the taxi way.",-41.79157638549805
271,CE,16793,"The claim was continued by Krasnoyarsk publications in later years, particularly in 2005.",-48.91957473754883
272,CE,7469,"In December 1920, Kinner Field's most famous student, Amelia Earhart, arrived.",-38.06561279296875
273,CE,23396,He gained a First in Classical Moderations in 1894 and a First in Greats in 1896.,-31.17534637451172
274,EY,19888,"Facing the claim that she was partly responsible, she angrily refuted the accusation, saying: """,-31.969310760498047
275,EY,972,"The awards honor women in their 80s, 90s, and 100s for lifetimes of activism.",-25.654298782348633
276,CG,3205,"By the time he had finished school, Hills had already given indication of the talent he possessed.",-31.898788452148438
277,CG,26953,"He was born in Quynh Lam, Quynh Luu, Nghe An;",-21.845027923583984
278,CG,25654,"They went on to lose in the third round, surpassing their achievements in the past two years.",-21.619016647338867
279,CG,18162,"The National Learning for Life office administers college scholarships for eligible Explorers, based on written applications.",-55.451393127441406
280,CG,25026,"The band was billed separately as the James Brown Band, and later as the James Brown Orchestra.",-19.01837921142578
281,CG,27107,He uses woman as a symbol that stands for beauty and love permeating the whole universe.,-22.017688751220703
282,CG,18667,He also recently produced and wrote music for the America's Got Talent star Anna Graceman.,-38.5637092590332
283,CG,25206,"In response, Samba threw the banana back into the crowd, which he expressed regret in doing.",-40.04662322998047
